[2025-06-11 16:22:42.017] Set mA
[2025-06-11 16:23:15.348] Set: 393 V,  HV: 364 V,  I: 3.08 mA
[2025-06-11 16:23:15.550] Set: 408 V,  HV: 373 V,  I: 3.07 mA
[2025-06-11 16:23:15.754] Set: 403 V,  HV: 367 V,  I: 3.04 mA
[2025-06-11 16:23:15.949] Set: 404 V,  HV: 374 V,  I: 3.01 mA
[2025-06-11 16:23:16.160] Set: 397 V,  HV: 357 V,  I: 3.08 mA
[2025-06-11 16:23:16.360] Set: 401 V,  HV: 357 V,  I: 3.10 mA
[2025-06-11 16:23:16.557] Set: 392 V,  HV: 360 V,  I: 3.08 mA
[2025-06-11 16:23:16.759] Set: 393 V,  HV: 363 V,  I: 3.09 mA
[2025-06-11 16:23:16.965] Set: 395 V,  HV: 359 V,  I: 3.09 mA
[2025-06-11 16:23:17.159] Set: 393 V,  HV: 363 V,  I: 3.09 mA
[2025-06-11 16:23:17.372] Set: 408 V,  HV: 376 V,  I: 3.04 mA
[2025-06-11 16:23:17.573] Set: 405 V,  HV: 373 V,  I: 3.03 mA
[2025-06-11 16:23:17.760] Set: 408 V,  HV: 372 V,  I: 3.04 mA
[2025-06-11 16:23:17.979] Set: 396 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:18.172] Set: 392 V,  HV: 363 V,  I: 3.06 mA
[2025-06-11 16:23:18.375] Set: 394 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:18.583] Set: 393 V,  HV: 369 V,  I: 3.08 mA
[2025-06-11 16:23:18.781] Set: 394 V,  HV: 368 V,  I: 3.09 mA
[2025-06-11 16:23:18.982] Set: 390 V,  HV: 365 V,  I: 3.09 mA
[2025-06-11 16:23:19.188] Set: 403 V,  HV: 374 V,  I: 3.00 mA
[2025-06-11 16:23:19.384] Set: 409 V,  HV: 375 V,  I: 3.03 mA
[2025-06-11 16:23:19.583] Set: 403 V,  HV: 371 V,  I: 3.02 mA
[2025-06-11 16:23:19.796] Set: 390 V,  HV: 365 V,  I: 3.05 mA
[2025-06-11 16:23:19.992] Set: 391 V,  HV: 365 V,  I: 3.06 mA
[2025-06-11 16:23:20.193] Set: 392 V,  HV: 370 V,  I: 3.06 mA
[2025-06-11 16:23:20.399] Set: 391 V,  HV: 367 V,  I: 3.07 mA
[2025-06-11 16:23:20.599] Set: 391 V,  HV: 368 V,  I: 3.08 mA
[2025-06-11 16:23:20.798] Set: 393 V,  HV: 368 V,  I: 3.08 mA
[2025-06-11 16:23:20.999] Set: 406 V,  HV: 372 V,  I: 3.02 mA
[2025-06-11 16:23:21.199] Set: 408 V,  HV: 368 V,  I: 3.02 mA
[2025-06-11 16:23:21.407] Set: 408 V,  HV: 372 V,  I: 3.03 mA
[2025-06-11 16:23:21.611] Set: 394 V,  HV: 364 V,  I: 3.06 mA
[2025-06-11 16:23:21.812] Set: 399 V,  HV: 367 V,  I: 3.06 mA
[2025-06-11 16:23:22.013] Set: 394 V,  HV: 365 V,  I: 3.05 mA
[2025-06-11 16:23:22.222] Set: 402 V,  HV: 362 V,  I: 3.10 mA
[2025-06-11 16:23:22.419] Set: 396 V,  HV: 360 V,  I: 3.08 mA
[2025-06-11 16:23:22.618] Set: 401 V,  HV: 359 V,  I: 3.09 mA
[2025-06-11 16:23:22.819] Set: 410 V,  HV: 354 V,  I: 3.07 mA
[2025-06-11 16:23:23.025] Set: 409 V,  HV: 361 V,  I: 3.05 mA
[2025-06-11 16:23:23.225] Set: 411 V,  HV: 357 V,  I: 3.08 mA
[2025-06-11 16:23:23.430] Set: 398 V,  HV: 358 V,  I: 3.11 mA
[2025-06-11 16:23:23.629] Set: 393 V,  HV: 355 V,  I: 3.09 mA
[2025-06-11 16:23:23.832] Set: 396 V,  HV: 357 V,  I: 3.11 mA
[2025-06-11 16:23:24.037] Set: 401 V,  HV: 359 V,  I: 3.11 mA
[2025-06-11 16:23:24.237] Set: 398 V,  HV: 355 V,  I: 3.09 mA
[2025-06-11 16:23:24.438] Set: 401 V,  HV: 361 V,  I: 3.10 mA
[2025-06-11 16:23:24.641] Set: 405 V,  HV: 349 V,  I: 3.08 mA
[2025-06-11 16:23:24.842] Set: 403 V,  HV: 354 V,  I: 3.08 mA
[2025-06-11 16:23:25.044] Set: 403 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:25.249] Set: 398 V,  HV: 354 V,  I: 3.10 mA
[2025-06-11 16:23:25.449] Set: 396 V,  HV: 354 V,  I: 3.11 mA
[2025-06-11 16:23:25.649] Set: 392 V,  HV: 354 V,  I: 3.11 mA
[2025-06-11 16:23:25.850] Set: 399 V,  HV: 363 V,  I: 3.09 mA
[2025-06-11 16:23:26.055] Set: 398 V,  HV: 360 V,  I: 3.09 mA
[2025-06-11 16:23:26.251] Set: 395 V,  HV: 361 V,  I: 3.05 mA
[2025-06-11 16:23:26.459] Set: 394 V,  HV: 358 V,  I: 3.09 mA
[2025-06-11 16:23:26.662] Set: 401 V,  HV: 354 V,  I: 3.09 mA
[2025-06-11 16:23:26.863] Set: 392 V,  HV: 358 V,  I: 3.08 mA
[2025-06-11 16:23:27.068] Set: 394 V,  HV: 359 V,  I: 3.09 mA
[2025-06-11 16:23:27.266] Set: 395 V,  HV: 366 V,  I: 3.08 mA
[2025-06-11 16:23:27.469] Set: 393 V,  HV: 371 V,  I: 3.09 mA
[2025-06-11 16:23:27.672] Set: 404 V,  HV: 375 V,  I: 3.06 mA
[2025-06-11 16:23:27.866] Set: 404 V,  HV: 370 V,  I: 3.04 mA
[2025-06-11 16:23:28.075] Set: 409 V,  HV: 376 V,  I: 3.04 mA
[2025-06-11 16:23:28.278] Set: 391 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:28.480] Set: 394 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:28.681] Set: 393 V,  HV: 368 V,  I: 3.07 mA
[2025-06-11 16:23:28.881] Set: 392 V,  HV: 367 V,  I: 3.09 mA
[2025-06-11 16:23:29.082] Set: 398 V,  HV: 369 V,  I: 3.08 mA
[2025-06-11 16:23:29.283] Set: 393 V,  HV: 367 V,  I: 3.08 mA
[2025-06-11 16:23:29.491] Set: 407 V,  HV: 373 V,  I: 3.02 mA
[2025-06-11 16:23:29.693] Set: 408 V,  HV: 376 V,  I: 3.02 mA
[2025-06-11 16:23:29.893] Set: 407 V,  HV: 372 V,  I: 3.02 mA
[2025-06-11 16:23:30.098] Set: 392 V,  HV: 372 V,  I: 3.08 mA
[2025-06-11 16:23:30.298] Set: 391 V,  HV: 373 V,  I: 3.08 mA
[2025-06-11 16:23:30.499] Set: 395 V,  HV: 366 V,  I: 3.08 mA
[2025-06-11 16:23:30.700] Set: 392 V,  HV: 365 V,  I: 3.09 mA
[2025-06-11 16:23:30.904] Set: 402 V,  HV: 362 V,  I: 3.09 mA
[2025-06-11 16:23:31.106] Set: 398 V,  HV: 366 V,  I: 3.09 mA
[2025-06-11 16:23:31.302] Set: 408 V,  HV: 369 V,  I: 3.03 mA
